"","sample","gene","anova_p","mean_between","mean_intra","fdr"
"52","D5","ENSG00000183337",0.2106,2.7545,2.6087,0.92
"53","D5","ENSG00000275379",0.5332,5.8381,5.9334,0.9562
"54","D5","ENSG00000103343",0.2517,1.8563,1.7749,0.92
"55","D5","ENSG00000100319",0.7681,1.1739,1.222,0.9911
"56","D5","ENSG00000204186",0.9931,1.9511,1.9521,0.9976
"57","D5","ENSG00000067334",0.7101,1.6006,1.7383,0.9798
"58","D5","ENSG00000112305",0.9872,2.1863,2.188,0.9976
"59","D5","ENSG00000269066",0.8787,-0.1777,-0.1249,0.9948
"60","D5","ENSG00000008282",0.1366,3.1908,3.4292,0.92
"61","D5","ENSG00000111832",0.7106,1.7511,1.7063,0.9798
"62","D5","ENSG00000155307",0.7233,3.9195,3.8945,0.9848
"63","D5","ENSG00000244730",0.4863,1.146,0.8716,0.9562
"64","D5","ENSG00000231969",0.5309,-0.6372,-0.3199,0.9562
"65","D5","ENSG00000114948",0.1273,-3.8845,-5.0023,0.92
"66","D5","ENSG00000143486",0.8236,3.7093,3.6977,0.9948
"67","D5","ENSG00000259088",0.6847,2.2337,2.3118,0.9798
"68","D5","ENSG00000130449",0.543,1.026,1.1143,0.9577
"69","D5","ENSG00000283683",0.2321,-3.2756,-4.3149,0.92
"70","D5","ENSG00000124789",0.4838,4.8827,4.8327,0.9562
"71","D5","ENSG00000274290",0.6618,3.8323,3.8738,0.9786
"72","D5","ENSG00000176209",0.488,1.8636,1.7785,0.9562
"73","D5","ENSG00000123094",0.1139,-5.8257,-4.9231,0.92
"74","D5","ENSG00000279434",0.388,-0.326,-0.0779,0.9267
"75","D5","ENSG00000267375",0.4678,-1.7126,-0.5241,0.9547
"76","D5","ENSG00000259999",0.8279,-0.9022,-1.0364,0.9948
"77","D5","ENSG00000198911",0.9763,5.6445,5.6432,0.9976
"78","D5","ENSG00000228923",0.9397,-4.9002,-4.7815,0.9969
"79","D5","ENSG00000133773",0.5286,2.6647,2.7578,0.9562
"80","D5","ENSG00000272109",0.2166,-0.3376,0.2091,0.92
"81","D5","ENSG00000151503",0.2278,2.1045,2.1715,0.92
"82","D5","ENSG00000231527",0.9381,0.2627,0.2471,0.9969
"83","D5","ENSG00000156970",0.1281,1.1067,0.9397,0.92
"84","D5","ENSG00000273045",0.1277,-2.857,-1.7379,0.92
"85","D5","ENSG00000254726",0.5154,-1.4843,-1.6826,0.9562
"86","D5","ENSG00000226981",0.1637,-5.3064,-3.3363,0.92
"87","D5","ENSG00000260793",0.869,-0.1331,-0.1742,0.9948
"88","D5","ENSG00000279957",0.4498,-0.2921,0.0024,0.9502
"89","D5","ENSG00000160229",0.2497,1.0007,0.8001,0.92
"90","D5","ENSG00000251442",0.7471,-3.3355,-3.6231,0.9863
"91","D5","ENSG00000253697",0.3463,-0.8214,0.1927,0.9223
"92","D5","ENSG00000263968",0.6508,1.3658,1.2044,0.9786
"93","D5","ENSG00000249119",0.3613,-0.8525,-1.2421,0.9223
"94","D5","ENSG00000176903",0.223,3.5736,3.6659,0.92
"95","D5","ENSG00000164176",0.0201,-6.6439,-6.6439,0.7321
"96","D5","ENSG00000058866",0.3667,-2.8319,-3.1215,0.9223
"97","D5","ENSG00000224707",0.2601,0.9415,0.6507,0.92
"98","D5","ENSG00000244617",0.6587,-1.9289,-2.2432,0.9786
"99","D5","ENSG00000157379",0.7052,1.6876,1.7152,0.9798
"100","D5","ENSG00000277662",0.5903,0.2149,-0.0187,0.9765
"101","D5","ENSG00000124097",0.8714,0.0402,-0.0252,0.9948
"102","D5","ENSG00000206808",0.9661,-3.816,-3.7547,0.9975
"103","D5","ENSG00000206903",0.6152,-5.6996,-5.017,0.9775
"104","D5","ENSG00000157456",0.7994,1.9752,1.9353,0.9948
"105","D5","ENSG00000229243",0.273,-5.8852,-6.6439,0.92
"106","D5","ENSG00000251792",0.0862,-3.8172,-6.6439,0.8981
"107","D5","ENSG00000251805",0.1139,0.6374,1.3225,0.92
"108","D5","ENSG00000254352",0.3004,0.178,0.7134,0.9223
"109","D5","ENSG00000226268",0.4675,-0.6436,-0.9832,0.9547
"110","D5","ENSG00000198056",0.7608,2.6164,2.6426,0.9887
"111","D5","ENSG00000116396",0.1812,2.1577,2.224,0.92
"112","D5","ENSG00000203814",0.7336,4.0792,4.1406,0.9855
"113","D5","ENSG00000215032",0.0072,1.0203,0.4597,0.6538
"114","D5","ENSG00000281179",0.4443,2.0785,1.8766,0.949
"115","D5","ENSG00000154645",0.8237,-4.0117,-4.2329,0.9948
"116","D5","ENSG00000232082",0.7785,-0.3292,-0.4075,0.9911
"117","D5","ENSG00000011295",0.611,2.8214,2.8967,0.9775
"118","D5","ENSG00000279583",0.6085,0.4996,1.0465,0.9775
"119","D5","ENSG00000243498",0.4413,-0.3543,-1.311,0.947
"120","D5","ENSG00000258137",0.1028,-3.9026,-5.467,0.9137
"121","D5","ENSG00000253456",0.8864,0.7283,0.7687,0.9948
"122","D5","ENSG00000205413",0.7525,3.6158,3.5769,0.9879
"123","D5","ENSG00000223156",0.4335,-4.5952,-3.4581,0.947
"124","D5","ENSG00000233044",0.1554,0.5361,0.079,0.92
"125","D5","ENSG00000280216",0.2099,0.2364,-0.4854,0.92
"126","D5","ENSG00000165406",0.2423,2.791,2.8595,0.92
"127","D5","ENSG00000162819",0.4887,2.5941,2.5233,0.9562
"128","D5","ENSG00000237073",0.6747,-0.45,-0.6491,0.9798
"129","D5","ENSG00000235904",0.1218,-5.0902,-6.6439,0.92
"130","D5","ENSG00000239713",0.8348,3.6435,3.6284,0.9948
"131","D5","ENSG00000237646",0.5427,-0.0161,-0.2372,0.9577
"132","D5","ENSG00000278816",0.1679,-1.5813,-3.5308,0.92
"133","D5","ENSG00000126804",0.1755,2.8065,3.2521,0.92
"134","D5","ENSG00000278399",0.2778,-3.8272,-5.2331,0.92
"135","D5","ENSG00000275854",0.1598,0.1273,0.6829,0.92
"136","D5","ENSG00000140612",0.6047,3.3986,3.4573,0.9775
"137","D5","ENSG00000252615",0.989,-3.0661,-3.0408,0.9976
"138","D5","ENSG00000221510",6e-04,-0.008,-4.3983,0.28
"139","D5","ENSG00000125122",0.2796,0.2191,0.0198,0.92
"140","D5","ENSG00000178201",0.5561,-0.2096,-0.0519,0.966
"141","D5","ENSG00000227290",0.5651,-1.3243,-1.6141,0.9701
"142","D5","ENSG00000170509",0.7455,-5.8508,-5.5847,0.9855
"143","D5","ENSG00000238009",0.6575,-5.1808,-5.7049,0.9786
"144","D5","ENSG00000146828",0.2914,1.9724,2.0628,0.9222
"145","D5","ENSG00000145757",0.6011,-2.6778,-2.9598,0.9775
"146","D5","ENSG00000270871",0.9839,2.6553,2.6579,0.9976
"147","D5","ENSG00000136936",0.4833,2.394,2.2885,0.9562
"148","D5","ENSG00000279278",0.8833,-0.7324,-0.7067,0.9948
"149","D5","ENSG00000262209",0.1224,-1.166,-0.791,0.92
"150","D5","ENSG00000265975",0.7894,0.1382,0.0379,0.9923
"151","D5","ENSG00000141452",0.6238,3.8201,3.7925,0.9775
"152","D5","ENSG00000168036",0.0898,3.2066,3.3229,0.8981
"153","D5","ENSG00000206715",0.0226,0.3201,-2.1844,0.741
"154","D5","ENSG00000130711",0.1733,-4.159,-2.7129,0.92
"155","D5","ENSG00000169188",0.1439,2.6118,2.4682,0.92
"156","D5","ENSG00000243686",0.2662,1.6641,0.5603,0.92
"157","D5","ENSG00000171492",0.3774,3.4369,3.5392,0.9223
"158","D5","ENSG00000265018",0.4935,2.4688,2.3816,0.9562
"159","D5","ENSG00000263766",0.8661,-0.1186,-0.1771,0.9948
"160","D5","ENSG00000160404",0.5764,0.0535,-0.0346,0.9722
"161","D5","ENSG00000244540",0.1998,-1.9504,-3.7515,0.92
"162","D5","ENSG00000273234",0.1948,-5.3963,-3.9747,0.92
"163","D5","ENSG00000228590",0.9519,-2.7626,-2.7134,0.9969
"164","D5","ENSG00000179141",0.8293,-4.91,-5.1066,0.9948
"165","D5","ENSG00000118503",0.8391,5.6951,5.7077,0.9948
"166","D5","ENSG00000121879",0.909,3.5245,3.5374,0.9948
"167","D5","ENSG00000070371",0.0606,-4.7508,-5.8755,0.896
"168","D5","ENSG00000260954",0.1777,-1.5771,-3.2232,0.92
"169","D5","ENSG00000279507",0.4971,1.2695,0.9355,0.9562
"170","D5","ENSG00000243871",0.4434,-1.3484,-2.4393,0.949
"171","D5","ENSG00000226977",0.7418,-0.2021,-0.4403,0.9855
"172","D5","ENSG00000196620",0.6684,-6.3287,-6.6439,0.9786
"173","D5","ENSG00000254838",0.1615,3.4754,3.3796,0.92
"174","D5","ENSG00000170430",0.644,1.8961,1.9518,0.9786
"175","D5","ENSG00000144741",0.0147,1.9681,2.1529,0.7209
"176","D5","ENSG00000110900",0.4166,-0.7843,-0.352,0.947
"177","D5","ENSG00000146856",0.6006,-0.2959,-0.3568,0.9775
"178","D5","ENSG00000112118",0.1621,4.7897,4.8732,0.92
"179","D5","ENSG00000057663",0.4882,1.5982,1.6917,0.9562
"180","D5","ENSG00000128917",0.3477,-1.6485,-1.9538,0.9223
"181","D5","ENSG00000239246",0.751,0.6804,0.5788,0.9875
"182","D5","ENSG00000181449",0.4446,-6.3545,-5.9274,0.949
"183","D5","ENSG00000227176",0.3405,0.1605,-0.1077,0.9223
"184","D5","ENSG00000141994",0.1397,2.9061,3.0658,0.92
"185","D5","ENSG00000166743",0.2815,-6.0408,-6.6439,0.92
"186","D5","ENSG00000271870",0.8985,2.7964,2.8466,0.9948
"187","D5","ENSG00000007384",0.7273,-1.7662,-1.7122,0.9848
"188","D5","ENSG00000105327",0.1082,2.6907,2.8505,0.92
"189","D5","ENSG00000230649",0.5377,-1.6903,-1.1325,0.9562
"190","D5","ENSG00000259187",0.1081,-4.3101,-6.6439,0.92
"191","D5","ENSG00000254099",0.7117,-1.9016,-1.538,0.9798
"192","D5","ENSG00000166582",0.2436,3.0388,3.1271,0.92
"193","D5","ENSG00000237770",0.9899,-4.8542,-4.8426,0.9976
"194","D5","ENSG00000152778",0.8208,4.3656,4.3482,0.9948
"195","D5","ENSG00000203995",0.7496,2.6986,2.7321,0.987
"196","D5","ENSG00000272798",0.9822,-1.6619,-1.691,0.9976
"197","D5","ENSG00000106336",0.1625,-2.6939,-3.2411,0.92
"198","D5","ENSG00000124541",0.6985,3.5198,3.4861,0.9798
"199","D5","ENSG00000126001",0.5148,1.4927,1.4026,0.9562
"200","D5","ENSG00000232162",0.569,1.1433,1.2936,0.9713
"201","D5","ENSG00000259327",0.376,-6.1924,-5.4096,0.9223
"202","D5","ENSG00000170759",0.3755,4.7765,4.7251,0.9223
"203","D5","ENSG00000263338",0.0928,-0.9101,-1.6324,0.8981
"204","D5","ENSG00000107147",0.4657,-5.2514,-4.9543,0.9535
"205","D5","ENSG00000141101",0.8622,5.4841,5.4969,0.9948
"206","D5","ENSG00000236449",0.1797,-0.8614,-0.6083,0.92
"207","D5","ENSG00000159339",0.3371,-4.4163,-3.4668,0.9223
"208","D5","ENSG00000107014",0.4776,-1.3282,-1.0093,0.9562
"209","D5","ENSG00000072694",0.3078,3.0865,3.1637,0.9223
"210","D5","ENSG00000178163",0.7947,2.553,2.5772,0.9942
"211","D5","ENSG00000237399",0.4477,-0.1729,0.1314,0.9502
"212","D5","ENSG00000117362",0.6791,3.7248,3.6943,0.9798
"213","D5","ENSG00000168955",0.8247,-2.2264,-2.05,0.9948
"214","D5","ENSG00000145780",0.5058,2.5844,2.6354,0.9562
"215","D5","ENSG00000066933",0.5908,1.6928,1.7403,0.9765
"216","D5","ENSG00000198909",0.8301,2.5808,2.5645,0.9948
"217","D5","ENSG00000115129",0.9334,1.0509,1.0692,0.9962
"218","D5","ENSG00000271992",0.0911,3.2646,3.6196,0.8981
"219","D5","ENSG00000161888",0.4094,-0.9852,-0.7616,0.9444
"220","D5","ENSG00000279629",0.4219,-3.1674,-4.1989,0.947
"221","D5","ENSG00000211869",0.2708,0.5364,1.1647,0.92
"222","D5","ENSG00000163218",0.1567,-3.845,-5.3217,0.92
"223","D5","ENSG00000232466",0.4576,1.7711,2.0299,0.9503
"224","D5","ENSG00000272501",0.1276,1.0865,1.2703,0.92
"225","D5","ENSG00000120942",0.5776,2.7102,2.7425,0.9722
"226","D5","ENSG00000269901",0.3668,0.3905,0.6464,0.9223
"227","D5","ENSG00000229473",0.6921,1.6669,1.7837,0.9798
"228","D5","ENSG00000279114",0.8232,-2.7654,-2.601,0.9948
"229","D5","ENSG00000122778",0.4651,-0.5372,-0.4587,0.9535
"230","D5","ENSG00000164591",0.902,-3.5072,-3.4455,0.9948
"231","D5","ENSG00000254266",0.5804,-1.5474,-1.3727,0.9722
"232","D5","ENSG00000167604",0.6335,2.6864,2.7265,0.9786
"233","D5","ENSG00000204519",0.8531,0.6858,0.5186,0.9948
"234","D5","ENSG00000277130",0.4206,0.0866,0.312,0.947
"235","D5","ENSG00000186814",0.4058,1.9905,2.0658,0.9394
"236","D5","ENSG00000140153",0.2362,1.2402,1.5864,0.92
"237","D5","ENSG00000088727",0.7411,-0.3746,-0.4381,0.9855
"238","D5","ENSG00000156535",0.0837,1.2385,1.4029,0.8981
"239","D5","ENSG00000249407",0.6756,-1.6569,-1.2196,0.9798
"240","D5","ENSG00000143393",0.5989,3.176,3.2447,0.9775
"241","D5","ENSG00000270038",0.0557,-4.2773,-6.6439,0.876
"242","D5","ENSG00000263680",0.143,-0.6812,-0.1,0.92
"243","D5","ENSG00000205089",0.502,2.1904,2.1291,0.9562
"244","D5","ENSG00000280079",0.3314,-0.5763,-0.9231,0.9223
"245","D5","ENSG00000135070",0.7634,1.9884,2.0264,0.9895
"246","D5","ENSG00000230530",0.5224,-2.0205,-1.7418,0.9562
"247","D5","ENSG00000235299",0.1146,1.971,1.4649,0.92
"248","D5","ENSG00000227008",0.0177,-1.7626,-2.8989,0.7321
"249","D5","ENSG00000119777",0.6176,3.239,3.2076,0.9775
"250","D5","ENSG00000130768",0.3012,0.3761,0.6255,0.9223
"251","D5","ENSG00000256811",0.2725,-5.343,-6.6439,0.92
"252","D5","ENSG00000137218",0.6142,0.7852,0.8793,0.9775
"253","D5","ENSG00000263368",0.2243,0.85,1.1434,0.92
"254","D5","ENSG00000223791",0.2333,-2.7943,-1.5781,0.92
"255","D5","ENSG00000217643",0.4386,0.5779,0.2355,0.947
"256","D5","ENSG00000069424",0.9026,4.1997,4.1916,0.9948
"257","D5","ENSG00000250474",0.4208,-2.2545,-1.7803,0.947
"258","D5","ENSG00000100483",0.2676,1.8835,2.0862,0.92
"259","D5","ENSG00000176894",0.6917,2.4212,2.3475,0.9798
"260","D5","ENSG00000182944",0.4357,4.4276,4.3803,0.947
"261","D5","ENSG00000135048",0.5006,-3.1693,-3.3871,0.9562
"262","D5","ENSG00000225704",0.9411,-4.8243,-4.7041,0.9969
"263","D5","ENSG00000214203",0.8564,-1.1917,-1.0591,0.9948
"264","D5","ENSG00000268095",0.4602,-1.5272,-1.8254,0.9503
"265","D5","ENSG00000139531",0.8803,0.767,0.8126,0.9948
"266","D5","ENSG00000257979",0.3511,-2.8371,-1.1534,0.9223
"267","D5","ENSG00000207091",0.8267,1.4509,1.5496,0.9948
"268","D5","ENSG00000258186",0.418,4.6798,4.7744,0.947
"269","D5","ENSG00000148158",0.805,2.3957,2.4131,0.9948
"270","D5","ENSG00000270019",0.3507,1.1404,1.3385,0.9223
"271","D5","ENSG00000259238",0.5092,1.5903,1.3793,0.9562
"272","D5","ENSG00000261582",0.2126,0.0079,0.4314,0.92
"273","D5","ENSG00000276775",0.449,-6.0304,-5.1638,0.9502
"274","D5","ENSG00000238188",0.76,-1.6582,-1.3426,0.9887
"275","D5","ENSG00000116489",0.325,5.0489,5.267,0.9223
"276","D5","ENSG00000091010",0.7542,-4.0804,-3.783,0.9883
"277","D5","ENSG00000242590",0.9028,-5.1066,-4.9215,0.9948
"278","D5","ENSG00000207380",0.4166,-3.3406,-4.8492,0.947
"279","D5","ENSG00000103569",0.0102,-1.9165,-3.7447,0.6938
"280","D5","ENSG00000282860",0.1564,0.0388,0.6579,0.92
"281","D5","ENSG00000198837",0.0866,4.0765,4.1826,0.8981
"282","D5","ENSG00000235066",0.428,-1.1791,-1.0254,0.947
"283","D5","ENSG00000223685",0.0853,-1.4038,-0.8758,0.8981
"284","D5","ENSG00000174007",0.3948,0.8766,0.748,0.9267
"285","D5","ENSG00000198663",0.863,2.129,2.0789,0.9948
"286","D5","ENSG00000234287",0.0828,0.8884,0.2508,0.8981
"287","D5","ENSG00000243396",0.965,-0.4794,-0.5002,0.9969
"288","D5","ENSG00000278462",0.1857,1.5053,2.1931,0.92
"289","D5","ENSG00000220614",0.0889,3.017,2.6113,0.8981
"290","D5","ENSG00000284032",0.3908,3.8132,4.0343,0.9267
"291","D5","ENSG00000058056",0.769,1.8372,1.8634,0.9911
"292","D5","ENSG00000267143",0.9396,-4.8429,-4.6902,0.9969
"293","D5","ENSG00000080845",0.7976,2.0103,1.9674,0.9948
"294","D5","ENSG00000206922",0.2807,-1.4562,-2.8039,0.92
"295","D5","ENSG00000230183",0.2581,-5.15,-4.2868,0.92
"296","D5","ENSG00000107249",0.2657,-2.7806,-2.5614,0.92
"297","D5","ENSG00000110375",0.7191,-5.4471,-5.7952,0.9844
"298","D5","ENSG00000105662",0.0553,-0.7533,-1.2574,0.876
"299","D5","ENSG00000276058",0.3577,-0.6848,-1.2446,0.9223
"300","D5","ENSG00000231701",0.9368,-5.4331,-5.3251,0.9969
"301","D5","ENSG00000279333",0.3326,-6.1733,-4.9027,0.9223
"302","D5","ENSG00000176046",0.184,-6.2482,-5.445,0.92
"303","D5","ENSG00000149654",0.3446,-6.3191,-5.8167,0.9223
"304","D5","ENSG00000177144",0.3137,2.5518,2.7149,0.9223
"305","D5","ENSG00000234785",0.3293,-3.0798,-2.7071,0.9223
"306","D5","ENSG00000161021",0.2946,3.5418,3.5923,0.9223
"307","D5","ENSG00000178307",0.7852,1.8259,1.7733,0.9922
"308","D5","ENSG00000124942",0.9794,4.0228,4.0234,0.9976
"309","D5","ENSG00000178297",0.6334,-0.3468,-0.2584,0.9786
"310","D5","ENSG00000080603",0.6281,3.6583,3.618,0.9782
"311","D5","ENSG00000271615",0.0069,-1.3467,-2.4445,0.6538
"312","D5","ENSG00000207588",0.2524,1.1375,0.6923,0.92
"313","D5","ENSG00000275672",1e-04,-2.3882,-5.5908,0.1
"314","D5","ENSG00000118680",0.0835,5.757,5.9443,0.8981
"315","D5","ENSG00000273064",0.9135,-1.2216,-1.2754,0.9948
"316","D5","ENSG00000252652",0.0154,0.9188,-1.9528,0.7209
"317","D5","ENSG00000171595",0.5024,-4.6654,-5.3235,0.9562
"318","D5","ENSG00000188761",0.3712,-2.7856,-3.3006,0.9223
"319","D5","ENSG00000186298",0.5714,4.6526,4.5596,0.9713
"320","D5","ENSG00000233222",0.1516,-4.2633,-6.6439,0.92
"321","D5","ENSG00000125149",0.8286,1.0815,1.0383,0.9948
"322","D5","ENSG00000169718",0.68,3.5996,3.5692,0.9798
"323","D5","ENSG00000236056",0.5234,-4.8904,-4.1783,0.9562
"324","D5","ENSG00000259553",0.5705,-6.0009,-6.3536,0.9713
"325","D5","ENSG00000278963",0.8543,0.3744,0.4224,0.9948
"326","D5","ENSG00000253893",0.3737,-1.9468,-1.4892,0.9223
"327","D5","ENSG00000264281",0.1913,4.6841,4.3357,0.92
"328","D5","ENSG00000162630",0.6908,0.2268,0.3264,0.9798
"329","D5","ENSG00000275092",0.3919,0.4222,0.6799,0.9267
"330","D5","ENSG00000267565",0.897,1.6188,1.6446,0.9948
"331","D5","ENSG00000198538",0.2485,1.3117,1.0368,0.92
"332","D5","ENSG00000171462",0.5132,1.1072,1.2254,0.9562
"333","D5","ENSG00000139083",0.5767,4.3716,4.3525,0.9722
"334","D5","ENSG00000270177",0.3072,-1.2586,-0.8708,0.9223
"335","D5","ENSG00000256234",0.5976,-1.5455,-1.7363,0.9775
"336","D5","ENSG00000137463",0.5635,-4.67,-5.3532,0.9691
"337","D5","ENSG00000261612",0.5507,-2.357,-3.183,0.9643
"338","D5","ENSG00000067057",0.588,5.4068,5.4392,0.9742
"339","D5","ENSG00000150867",0.6103,4.9015,4.8557,0.9775
"340","D5","ENSG00000197822",0.022,1.0674,0.7102,0.7333
"341","D5","ENSG00000143493",0.1443,3.359,3.4827,0.92
"342","D5","ENSG00000233579",0.3351,-1.9338,-1.0732,0.9223
"343","D5","ENSG00000277882",0.9037,-4.1479,-3.9537,0.9948
"344","D5","ENSG00000254482",0.0357,-4.8949,-2.1104,0.8136
"345","D5","ENSG00000259295",0.5297,-3.0346,-3.3132,0.9562
"346","D5","ENSG00000125484",0.1685,2.6881,2.8006,0.92
"347","D5","ENSG00000270948",0.3635,-2.8585,-1.8645,0.9223
"348","D5","ENSG00000170006",0.8183,2.9213,2.9452,0.9948
"349","D5","ENSG00000145879",0.0607,-5.4362,-3.5904,0.896
"350","D5","ENSG00000228446",0.1625,1.4553,1.1946,0.92
"351","D5","ENSG00000279201",0.2777,-5.4378,-6.6439,0.92
"352","D5","ENSG00000168887",0.521,2.7398,2.6565,0.9562
"353","D5","ENSG00000019186",0.8895,-6.0526,-5.9577,0.9948
"354","D5","ENSG00000198740",0.851,1.7577,1.7283,0.9948
"355","D5","ENSG00000256351",0.2988,-1.0598,-1.5868,0.9223
"356","D5","ENSG00000112335",0.7528,4.0697,4.1223,0.9879
"357","D5","ENSG00000224897",0.3189,-3.9941,-4.7623,0.9223
"358","D5","ENSG00000163879",0.5018,-0.9572,-0.7991,0.9562
"359","D5","ENSG00000260084",0.3434,-4.6471,-2.9962,0.9223
"360","D5","ENSG00000260286",0.6535,-3.9568,-4.4978,0.9786
"361","D5","ENSG00000092931",0.4318,2.257,2.1648,0.947
"362","D5","ENSG00000198795",0.6684,-6.5736,-6.6439,0.9786
"363","D5","ENSG00000168246",0.5079,4.2041,4.1554,0.9562
"364","D5","ENSG00000231564",0.527,1.2733,0.9494,0.9562
"365","D5","ENSG00000226067",0.0952,2.0543,1.8513,0.8981
"366","D5","ENSG00000187122",0.0101,-1.937,-2.5919,0.6938
"367","D5","ENSG00000231181",0.3663,1.841,1.6755,0.9223
"368","D5","ENSG00000272505",0.6595,-0.1246,-0.2396,0.9786
"369","D5","ENSG00000168778",0.7243,0.4507,0.4053,0.9848
"370","D5","ENSG00000232630",0.7658,0.8443,0.7396,0.9909
"371","D5","ENSG00000214827",0.9309,-0.0895,-0.1218,0.9948
"372","D5","ENSG00000234678",0.9589,-0.8459,-0.8257,0.9969
"373","D5","ENSG00000170270",0.0914,1.9379,2.2649,0.8981
"374","D5","ENSG00000252822",0.5511,-3.6673,-2.6393,0.9643
"375","D5","ENSG00000261559",0.2926,-3.5088,-2.717,0.9223
"376","D5","ENSG00000199530",0.5944,-0.9447,-1.7264,0.9775
"377","D5","ENSG00000232217",0.8306,-0.1217,0.1459,0.9948
"378","D5","ENSG00000265972",0.4601,2.857,2.9033,0.9503
"379","D5","ENSG00000240509",0.7586,-3.3866,-2.9754,0.9887
"380","D5","ENSG00000176753",0.7226,-5.0214,-4.7258,0.9848
"381","D5","ENSG00000273982",0.4232,-3.0932,-2.048,0.947
"382","D5","ENSG00000102699",0.2475,4.7124,4.7538,0.92
"383","D5","ENSG00000157483",0.7415,5.5141,5.5044,0.9855
"384","D5","ENSG00000196365",0.8759,5.6878,5.6961,0.9948
"385","D5","ENSG00000148677",0.2616,-5.0823,-6.1435,0.92
"386","D5","ENSG00000122121",0.5345,-6.4401,-6.6439,0.9562
"387","D5","ENSG00000252034",0.5615,-1.313,-2.2818,0.9681
"388","D5","ENSG00000253368",0.1866,-3.7088,-2.3188,0.92
"389","D5","ENSG00000142765",0.744,3.883,3.8576,0.9855
"390","D5","ENSG00000126261",0.1108,4.7912,4.6363,0.92
"391","D5","ENSG00000087152",0.5581,3.7851,3.8253,0.966
"392","D5","ENSG00000244306",0.7796,-6.0739,-6.1546,0.9915
"393","D5","ENSG00000235776",0.6467,-1.3606,-1.6261,0.9786
"394","D5","ENSG00000176171",0.777,2.3617,2.3876,0.9911
"395","D5","ENSG00000174749",0.334,0.1972,0.064,0.9223
"396","D5","ENSG00000109670",0.1948,3.2512,3.1377,0.92
"397","D5","ENSG00000172172",0.2735,1.8393,1.9395,0.92
"398","D5","ENSG00000201367",0.6733,1.06,0.8543,0.9798
"399","D5","ENSG00000132938",0.9639,0.5864,0.5819,0.9969
"400","D5","ENSG00000117676",0.8479,3.941,3.9656,0.9948
"401","D5","ENSG00000268902",0.2024,-5.0654,-6.6439,0.92
"402","D5","ENSG00000276988",0.5248,-1.6305,-0.7888,0.9562
"403","D5","ENSG00000170684",0.6614,2.6064,2.5515,0.9786
"404","D5","ENSG00000259096",0.7806,-2.2163,-2.0374,0.9915
"405","D5","ENSG00000214248",0.2487,-1.8357,-1.1258,0.92
"406","D5","ENSG00000268088",0.9197,2.824,2.8457,0.9948
"407","D5","ENSG00000115339",0.8072,1.0758,1.0426,0.9948
"408","D5","ENSG00000119242",0.7574,-0.3488,-0.4016,0.9887
"409","D5","ENSG00000231584",0.3305,1.4554,1.2858,0.9223
"410","D5","ENSG00000243501",0.378,-3.6381,-4.6219,0.9223
"411","D5","ENSG00000129566",0.7716,3.113,3.1359,0.9911
"412","D5","ENSG00000226617",0.475,-3.5858,-4.6491,0.9562
"413","D5","ENSG00000115425",0.5782,0.8338,0.8941,0.9722
"414","D5","ENSG00000214215",0.8293,-1.6623,-1.7488,0.9948
"415","D5","ENSG00000273226",0.582,1.4103,1.2125,0.9724
"416","D5","ENSG00000268975",0.865,-1.0268,-0.7813,0.9948
"417","D5","ENSG00000167552",0.7055,2.5323,2.6525,0.9798
"418","D5","ENSG00000270892",0.3971,-1.9299,-2.6571,0.9284
"419","D5","ENSG00000227398",0.2604,-0.1706,-0.0169,0.92
"420","D5","ENSG00000207635",0.5788,-1.2316,-1.5472,0.9722
"421","D5","ENSG00000105137",0.6276,-3.8286,-4.2591,0.9782
"422","D5","ENSG00000168610",0.629,5.2718,5.2885,0.9782
"423","D5","ENSG00000234619",0.9684,0.0946,0.1141,0.9976
"424","D5","ENSG00000235413",0.1133,0.4162,0.0362,0.92
"425","D5","ENSG00000215347",0.6824,0.2443,0.1574,0.9798
"426","D5","ENSG00000070214",0.3725,1.5114,1.5969,0.9223
"427","D5","ENSG00000250012",0.2508,-2.9268,-1.4617,0.92
"428","D5","ENSG00000110799",0.4991,-6.3508,-6.0947,0.9562
"429","D5","ENSG00000261570",0.1656,-4.8883,-6.6439,0.92
"430","D5","ENSG00000244604",0.6205,-4.6755,-5.4418,0.9775
"431","D5","ENSG00000223960",0.6938,2.9085,2.9437,0.9798
"432","D5","ENSG00000255836",0.788,-5.5599,-5.7362,0.9922
"433","D5","ENSG00000171786",0.9817,-0.998,-1.0047,0.9976
"434","D5","ENSG00000223284",0.7062,-2.0424,-1.5426,0.9798
"435","D5","ENSG00000277443",0.9048,6.5133,6.5198,0.9948
"436","D5","ENSG00000115053",0.0307,6.0669,5.8563,0.7872
"437","D5","ENSG00000198003",0.0437,-2.5635,-4.0103,0.8608
"438","D5","ENSG00000184916",0.039,-4.5196,-5.6962,0.8387
"439","D5","ENSG00000278978",0.6506,-3.3718,-2.8195,0.9786
"440","D5","ENSG00000139973",0.7212,-6.0053,-6.165,0.9848
"441","D5","ENSG00000169139",0.0179,1.8155,1.4333,0.7321
"442","D5","ENSG00000136878",0.3572,2.9363,3.0298,0.9223
"443","D5","ENSG00000054179",0.0506,1.145,1.4026,0.8729
"444","D5","ENSG00000163875",0.8319,3.2286,3.2033,0.9948
"445","D5","ENSG00000253426",0.9219,-2.9334,-3.0571,0.9948
