"","Var1","Freq","gene","compare","gene_compare","FC","medianp"
"337","ENSG00000100603 D5/D6",4,"ENSG00000100603","D5/D6","ENSG00000100603 D5/D6",1.09803718698061,0.104440604123577
"339","ENSG00000100647 D5/D6",8,"ENSG00000100647","D5/D6","ENSG00000100647 D5/D6",1.1419690161375,0.00129465735780729
"343","ENSG00000100784 D5/D6",7,"ENSG00000100784","D5/D6","ENSG00000100784 D5/D6",1.24171890639089,0.0108198352460789
"345","ENSG00000100852 D5/D6",4,"ENSG00000100852","D5/D6","ENSG00000100852 D5/D6",1.22390320733547,0.155979891504701
"348","ENSG00000100902 D5/D6",6,"ENSG00000100902","D5/D6","ENSG00000100902 D5/D6",0.88335680222011,0.029093432120485
"351","ENSG00000100918 D5/D6",7,"ENSG00000100918","D5/D6","ENSG00000100918 D5/D6",0.814842961058192,0.0057844913093476
"354","ENSG00000100968 D5/D6",10,"ENSG00000100968","D5/D6","ENSG00000100968 D5/D6",0.620290104894295,0.00157331272827359
"359","ENSG00000101187 D5/D6",10,"ENSG00000101187","D5/D6","ENSG00000101187 D5/D6",2.36324998206701,6.49710219643902e-07
"365","ENSG00000101307 D5/D6",9,"ENSG00000101307","D5/D6","ENSG00000101307 D5/D6",2.13554822082899,0.000135492333518998
"371","ENSG00000101421 D5/D6",8,"ENSG00000101421","D5/D6","ENSG00000101421 D5/D6",0.786190278225489,0.000777176185638862
"374","ENSG00000101493 D5/D6",7,"ENSG00000101493","D5/D6","ENSG00000101493 D5/D6",1.15700947354649,0.0100746835943258
"377","ENSG00000101546 D5/D6",10,"ENSG00000101546","D5/D6","ENSG00000101546 D5/D6",1.46670063178018,0.000418855975601625
"379","ENSG00000101670 D5/D6",9,"ENSG00000101670","D5/D6","ENSG00000101670 D5/D6",1.77689898845523,0.0144412250117873
"382","ENSG00000102699 D5/D6",8,"ENSG00000102699","D5/D6","ENSG00000102699 D5/D6",0.905366905430377,0.0183379357883273
"394","ENSG00000103569 D5/D6",10,"ENSG00000103569","D5/D6","ENSG00000103569 D5/D6",0.108174814216609,8.45585522353398e-08
"397","ENSG00000103942 D5/D6",10,"ENSG00000103942","D5/D6","ENSG00000103942 D5/D6",0.641593292353354,0.000672913152039642
"409","ENSG00000104763 D5/D6",9,"ENSG00000104763","D5/D6","ENSG00000104763 D5/D6",1.43255590976786,0.00688656419480626
"419","ENSG00000104907 D5/D6",10,"ENSG00000104907","D5/D6","ENSG00000104907 D5/D6",1.52811324633592,0.000116637696473132
"426","ENSG00000105127 D5/D6",8,"ENSG00000105127","D5/D6","ENSG00000105127 D5/D6",1.17273490811663,0.00248486053511029
"429","ENSG00000105248 D5/D6",5,"ENSG00000105248","D5/D6","ENSG00000105248 D5/D6",1.11217432105498,0.0859260301462732
"435","ENSG00000105576 D5/D6",7,"ENSG00000105576","D5/D6","ENSG00000105576 D5/D6",1.11224048110926,0.017587191588927
"438","ENSG00000105642 D5/D6",10,"ENSG00000105642","D5/D6","ENSG00000105642 D5/D6",0.181104720270396,2.34172429125523e-06
"441","ENSG00000105656 D5/D6",9,"ENSG00000105656","D5/D6","ENSG00000105656 D5/D6",0.789621390617882,0.00241607125789649
"448","ENSG00000105755 D5/D6",9,"ENSG00000105755","D5/D6","ENSG00000105755 D5/D6",1.33216408394346,0.00220532686580121
"450","ENSG00000105967 D5/D6",10,"ENSG00000105967","D5/D6","ENSG00000105967 D5/D6",9.17023423983866,1.54674708812407e-05
"459","ENSG00000106624 D5/D6",10,"ENSG00000106624","D5/D6","ENSG00000106624 D5/D6",0.656665529378351,0.000238131327103524
"462","ENSG00000106682 D5/D6",5,"ENSG00000106682","D5/D6","ENSG00000106682 D5/D6",0.940277659791453,0.0553805761825586
"464","ENSG00000106771 D5/D6",6,"ENSG00000106771","D5/D6","ENSG00000106771 D5/D6",1.09312578969295,0.0377198508122792
"469","ENSG00000107014 D5/D6",7,"ENSG00000107014","D5/D6","ENSG00000107014 D5/D6",0.717442933081304,0.0260571874887463
"473","ENSG00000107249 D5/D6",10,"ENSG00000107249","D5/D6","ENSG00000107249 D5/D6",0.268728511897481,3.02675631601395e-06
"476","ENSG00000107902 D5/D6",8,"ENSG00000107902","D5/D6","ENSG00000107902 D5/D6",0.705724470196126,0.0198030695658191
"479","ENSG00000107957 D5/D6",4,"ENSG00000107957","D5/D6","ENSG00000107957 D5/D6",0.94346962953253,0.11003583401152
"488","ENSG00000108582 D5/D6",8,"ENSG00000108582","D5/D6","ENSG00000108582 D5/D6",1.28711134838659,0.00319432660569694
"491","ENSG00000108784 D5/D6",4,"ENSG00000108784","D5/D6","ENSG00000108784 D5/D6",1.12351239541739,0.18083208458057
"497","ENSG00000109163 D5/D6",5,"ENSG00000109163","D5/D6","ENSG00000109163 D5/D6",0.793758702025523,0.0492523651181408
"499","ENSG00000109670 D5/D6",10,"ENSG00000109670","D5/D6","ENSG00000109670 D5/D6",0.580692170852443,0.000211907711351244
"502","ENSG00000109684 D5/D6",10,"ENSG00000109684","D5/D6","ENSG00000109684 D5/D6",0.623280016451538,6.50106492825664e-05
"505","ENSG00000109814 D5/D6",4,"ENSG00000109814","D5/D6","ENSG00000109814 D5/D6",1.10327087685613,0.090276346730181
"523","ENSG00000110900 D5/D6",5,"ENSG00000110900","D5/D6","ENSG00000110900 D5/D6",0.289190808717106,0.047006932934971
"530","ENSG00000111481 D5/D6",8,"ENSG00000111481","D5/D6","ENSG00000111481 D5/D6",0.863117829385237,0.028238536691636
"535","ENSG00000111845 D5/D6",10,"ENSG00000111845","D5/D6","ENSG00000111845 D5/D6",1.34332724255116,0.000589834564702188
"539","ENSG00000111961 D5/D6",10,"ENSG00000111961","D5/D6","ENSG00000111961 D5/D6",0.241432127912608,4.43129256187832e-07
"542","ENSG00000112118 D5/D6",10,"ENSG00000112118","D5/D6","ENSG00000112118 D5/D6",1.32603512310619,0.000413454052594205
"551","ENSG00000112651 D5/D6",6,"ENSG00000112651","D5/D6","ENSG00000112651 D5/D6",1.16838412777665,0.0438824764573168
"558","ENSG00000114251 D5/D6",10,"ENSG00000114251","D5/D6","ENSG00000114251 D5/D6",3.07641448723964,5.248391953313e-08
"561","ENSG00000114767 D5/D6",10,"ENSG00000114767","D5/D6","ENSG00000114767 D5/D6",1.50935676477721,2.19065686451628e-05
"563","ENSG00000114948 D5/D6",10,"ENSG00000114948","D5/D6","ENSG00000114948 D5/D6",0.0513800335625119,2.07186573812334e-08
"566","ENSG00000115053 D5/D6",10,"ENSG00000115053","D5/D6","ENSG00000115053 D5/D6",1.59962380431096,8.97990907012965e-07
"569","ENSG00000115129 D5/D6",9,"ENSG00000115129","D5/D6","ENSG00000115129 D5/D6",0.670044753857475,0.00151925892786254
"572","ENSG00000115204 D5/D6",10,"ENSG00000115204","D5/D6","ENSG00000115204 D5/D6",1.26714176125332,0.00268708494063509
"574","ENSG00000115207 D5/D6",6,"ENSG00000115207","D5/D6","ENSG00000115207 D5/D6",1.14138747514968,0.037480347068232
"580","ENSG00000115306 D5/D6",6,"ENSG00000115306","D5/D6","ENSG00000115306 D5/D6",1.0517071270473,0.0273677389921346
"583","ENSG00000115310 D5/D6",4,"ENSG00000115310","D5/D6","ENSG00000115310 D5/D6",0.86965912431388,0.0863736060131746
"586","ENSG00000115339 D5/D6",5,"ENSG00000115339","D5/D6","ENSG00000115339 D5/D6",1.14360197942674,0.067072384321871
"589","ENSG00000115425 D5/D6",10,"ENSG00000115425","D5/D6","ENSG00000115425 D5/D6",0.760441159510641,0.00689774503855897
"591","ENSG00000115541 D5/D6",5,"ENSG00000115541","D5/D6","ENSG00000115541 D5/D6",0.84885869986592,0.0521452054383781
"594","ENSG00000115568 D5/D6",5,"ENSG00000115568","D5/D6","ENSG00000115568 D5/D6",1.07902260909018,0.0480716737310355
"596","ENSG00000115850 D5/D6",9,"ENSG00000115850","D5/D6","ENSG00000115850 D5/D6",1.59590991669601,0.00782367633691909
"599","ENSG00000115896 D5/D6",9,"ENSG00000115896","D5/D6","ENSG00000115896 D5/D6",0.555666180025974,0.00145610277966824
"601","ENSG00000116062 D5/D6",8,"ENSG00000116062","D5/D6","ENSG00000116062 D5/D6",1.24372843548413,0.0086092882233994
"607","ENSG00000116209 D5/D6",9,"ENSG00000116209","D5/D6","ENSG00000116209 D5/D6",0.835163108346451,0.0020660930964336
"610","ENSG00000116396 D5/D6",10,"ENSG00000116396","D5/D6","ENSG00000116396 D5/D6",1.45171043355382,9.83770497679154e-06
"616","ENSG00000116678 D5/D6",10,"ENSG00000116678","D5/D6","ENSG00000116678 D5/D6",0.633122474096139,0.000254275848538017
"625","ENSG00000117009 D5/D6",4,"ENSG00000117009","D5/D6","ENSG00000117009 D5/D6",0.72997158189521,0.0795241300429512
"627","ENSG00000117298 D5/D6",7,"ENSG00000117298","D5/D6","ENSG00000117298 D5/D6",1.1395311953701,0.00829485316578765
"629","ENSG00000117362 D5/D6",6,"ENSG00000117362","D5/D6","ENSG00000117362 D5/D6",1.11279117025006,0.0319875639375329
"635","ENSG00000118181 D5/D6",8,"ENSG00000118181","D5/D6","ENSG00000118181 D5/D6",1.26354577439302,0.000701594983907867
"637","ENSG00000118200 D5/D6",7,"ENSG00000118200","D5/D6","ENSG00000118200 D5/D6",1.26032811979742,0.00517892029194704
"643","ENSG00000118503 D5/D6",10,"ENSG00000118503","D5/D6","ENSG00000118503 D5/D6",0.679063413989693,1.74458250751874e-06
"646","ENSG00000118680 D5/D6",5,"ENSG00000118680","D5/D6","ENSG00000118680 D5/D6",0.931097366821322,0.05148061462383
"649","ENSG00000118976 D5/D6",4,"ENSG00000118976","D5/D6","ENSG00000118976 D5/D6",0.767328610112404,0.101901497982139
"652","ENSG00000119227 D5/D6",10,"ENSG00000119227","D5/D6","ENSG00000119227 D5/D6",1.57667463200411,0.000682967889010514
"658","ENSG00000119335 D5/D6",10,"ENSG00000119335","D5/D6","ENSG00000119335 D5/D6",1.37498549724159,6.19829132246704e-06
"661","ENSG00000119431 D5/D6",4,"ENSG00000119431","D5/D6","ENSG00000119431 D5/D6",1.14504087658341,0.0983617305694176
"669","ENSG00000119707 D5/D6",4,"ENSG00000119707","D5/D6","ENSG00000119707 D5/D6",1.07750391596223,0.118022193455475
"678","ENSG00000119801 D5/D6",5,"ENSG00000119801","D5/D6","ENSG00000119801 D5/D6",0.80698715173483,0.0301118055360663
"680","ENSG00000119927 D5/D6",10,"ENSG00000119927","D5/D6","ENSG00000119927 D5/D6",0.718613306941885,0.000534000034499814
"683","ENSG00000120370 D5/D6",6,"ENSG00000120370","D5/D6","ENSG00000120370 D5/D6",0.841708366065083,0.0154739252630855
"688","ENSG00000120675 D5/D6",7,"ENSG00000120675","D5/D6","ENSG00000120675 D5/D6",1.19356509917627,0.0034677226987877
"691","ENSG00000120694 D5/D6",10,"ENSG00000120694","D5/D6","ENSG00000120694 D5/D6",0.504397323390674,4.60428220574529e-08
"696","ENSG00000120942 D5/D6",10,"ENSG00000120942","D5/D6","ENSG00000120942 D5/D6",1.36792340082773,0.000182800030155068
"710","ENSG00000122026 D5/D6",10,"ENSG00000122026","D5/D6","ENSG00000122026 D5/D6",1.29704299122121,0.000257211174603224
"716","ENSG00000122545 D5/D6",7,"ENSG00000122545","D5/D6","ENSG00000122545 D5/D6",0.875109589711024,0.00907101812237737
"719","ENSG00000122778 D5/D6",7,"ENSG00000122778","D5/D6","ENSG00000122778 D5/D6",1.37314539420554,0.0185169277027184
"724","ENSG00000122966 D5/D6",8,"ENSG00000122966","D5/D6","ENSG00000122966 D5/D6",0.78500712152321,0.00524920051108226
"726","ENSG00000122970 D5/D6",4,"ENSG00000122970","D5/D6","ENSG00000122970 D5/D6",1.15076590547816,0.0895661136653625
"737","ENSG00000123453 D5/D6",9,"ENSG00000123453","D5/D6","ENSG00000123453 D5/D6",1.88555326238507,0.00115682644518206
"740","ENSG00000123485 D5/D6",7,"ENSG00000123485","D5/D6","ENSG00000123485 D5/D6",0.79557929957847,0.0130083010742609
"742","ENSG00000123595 D5/D6",9,"ENSG00000123595","D5/D6","ENSG00000123595 D5/D6",0.818595079688156,0.0050112348024347
"756","ENSG00000124097 D5/D6",6,"ENSG00000124097","D5/D6","ENSG00000124097 D5/D6",1.76640515508974,0.04343913752152
"761","ENSG00000124120 D5/D6",5,"ENSG00000124120","D5/D6","ENSG00000124120 D5/D6",1.11947415749152,0.132878391948769
"770","ENSG00000124177 D5/D6",4,"ENSG00000124177","D5/D6","ENSG00000124177 D5/D6",1.03433128618077,0.231955686401378
"775","ENSG00000124201 D5/D6",9,"ENSG00000124201","D5/D6","ENSG00000124201 D5/D6",0.769663537067156,2.073376368859e-05
"778","ENSG00000124224 D5/D6",9,"ENSG00000124224","D5/D6","ENSG00000124224 D5/D6",0.755630314874516,0.00337622413415353
"781","ENSG00000124228 D5/D6",10,"ENSG00000124228","D5/D6","ENSG00000124228 D5/D6",1.29385909655335,0.000444861178813739
"783","ENSG00000124422 D5/D6",10,"ENSG00000124422","D5/D6","ENSG00000124422 D5/D6",1.35773051104803,1.76567543790297e-05
"786","ENSG00000124496 D5/D6",10,"ENSG00000124496","D5/D6","ENSG00000124496 D5/D6",1.94115638604526,9.03993563642212e-07
"794","ENSG00000124789 D5/D6",9,"ENSG00000124789","D5/D6","ENSG00000124789 D5/D6",1.15165834669074,0.00339849775850504
"800","ENSG00000124942 D5/D6",5,"ENSG00000124942","D5/D6","ENSG00000124942 D5/D6",1.90917691256269,0.041054544799895
"808","ENSG00000125388 D5/D6",7,"ENSG00000125388","D5/D6","ENSG00000125388 D5/D6",0.73798583908774,0.00955849508825999
"817","ENSG00000125630 D5/D6",9,"ENSG00000125630","D5/D6","ENSG00000125630 D5/D6",1.46377434289049,0.00611262551449693
"823","ENSG00000125827 D5/D6",5,"ENSG00000125827","D5/D6","ENSG00000125827 D5/D6",0.923287191156206,0.0667997931164215
"831","ENSG00000126243 D5/D6",8,"ENSG00000126243","D5/D6","ENSG00000126243 D5/D6",1.47331634096286,0.00325720707878063
"834","ENSG00000126261 D5/D6",8,"ENSG00000126261","D5/D6","ENSG00000126261 D5/D6",1.189007162387,0.000401369142696585
"837","ENSG00000126266 D5/D6",10,"ENSG00000126266","D5/D6","ENSG00000126266 D5/D6",0.587715602104077,0.00186809404331387
"840","ENSG00000126458 D5/D6",10,"ENSG00000126458","D5/D6","ENSG00000126458 D5/D6",0.499004534758937,0.00056179865812054
"852","ENSG00000127663 D5/D6",6,"ENSG00000127663","D5/D6","ENSG00000127663 D5/D6",0.901683966659675,0.046362522512726
"855","ENSG00000128050 D5/D6",8,"ENSG00000128050","D5/D6","ENSG00000128050 D5/D6",1.41130708936246,4.74043108793418e-05
"858","ENSG00000128268 D5/D6",10,"ENSG00000128268","D5/D6","ENSG00000128268 D5/D6",0.65324785945059,2.00675234703923e-05
"861","ENSG00000128482 D5/D6",4,"ENSG00000128482","D5/D6","ENSG00000128482 D5/D6",0.374296539211924,0.107674227550442
"863","ENSG00000128512 D5/D6",10,"ENSG00000128512","D5/D6","ENSG00000128512 D5/D6",1.62451384898139,0.000163084798736566
"866","ENSG00000128683 D5/D6",10,"ENSG00000128683","D5/D6","ENSG00000128683 D5/D6",0.214610621423304,0.000520960462170221
"877","ENSG00000129250 D5/D6",10,"ENSG00000129250","D5/D6","ENSG00000129250 D5/D6",0.744785930387346,2.59608066406583e-05
"880","ENSG00000129355 D5/D6",8,"ENSG00000129355","D5/D6","ENSG00000129355 D5/D6",0.59395211391514,0.000662800142146538
"882","ENSG00000129566 D5/D6",10,"ENSG00000129566","D5/D6","ENSG00000129566 D5/D6",0.789274407481981,0.000297338849761688
"888","ENSG00000129911 D5/D6",10,"ENSG00000129911","D5/D6","ENSG00000129911 D5/D6",1.7800722046051,0.000153969554197121
"891","ENSG00000130175 D5/D6",6,"ENSG00000130175","D5/D6","ENSG00000130175 D5/D6",1.12729216138381,0.0161966798450733
"895","ENSG00000130449 D5/D6",10,"ENSG00000130449","D5/D6","ENSG00000130449 D5/D6",0.689186008372952,0.000136107499112858
"898","ENSG00000130517 D5/D6",6,"ENSG00000130517","D5/D6","ENSG00000130517 D5/D6",1.05941172538972,0.02835092913974
"903","ENSG00000130711 D5/D6",5,"ENSG00000130711","D5/D6","ENSG00000130711 D5/D6",2.18733466448855,0.0378755480039444
"906","ENSG00000130985 D5/D6",7,"ENSG00000130985","D5/D6","ENSG00000130985 D5/D6",1.09488051899711,0.00530104186464208
"909","ENSG00000131089 D5/D6",4,"ENSG00000131089","D5/D6","ENSG00000131089 D5/D6",0.832055827963515,0.143721446506925
"914","ENSG00000131187 D5/D6",9,"ENSG00000131187","D5/D6","ENSG00000131187 D5/D6",1.78043787323986,0.000850392015486218
"917","ENSG00000131236 D5/D6",4,"ENSG00000131236","D5/D6","ENSG00000131236 D5/D6",0.914186935569166,0.232108279873679
"920","ENSG00000131398 D5/D6",6,"ENSG00000131398","D5/D6","ENSG00000131398 D5/D6",0.640648640191655,0.033031312792938
"931","ENSG00000131876 D5/D6",7,"ENSG00000131876","D5/D6","ENSG00000131876 D5/D6",0.833322958636502,0.00861693013789704
"935","ENSG00000132436 D5/D6",7,"ENSG00000132436","D5/D6","ENSG00000132436 D5/D6",1.2158963973185,0.0147791117986655
"936","ENSG00000132570 D5/D6",5,"ENSG00000132570","D5/D6","ENSG00000132570 D5/D6",1.33174288563625,0.174446479654939
"941","ENSG00000132773 D5/D6",6,"ENSG00000132773","D5/D6","ENSG00000132773 D5/D6",1.12348777881219,0.0407316473782518
"944","ENSG00000132780 D5/D6",10,"ENSG00000132780","D5/D6","ENSG00000132780 D5/D6",1.33428668726971,0.000258780344637685
"948","ENSG00000132938 D5/D6",6,"ENSG00000132938","D5/D6","ENSG00000132938 D5/D6",1.03541778776462,0.0392618857355524
"960","ENSG00000133639 D5/D6",6,"ENSG00000133639","D5/D6","ENSG00000133639 D5/D6",0.890538658524419,0.0113617256288129
"969","ENSG00000134453 D5/D6",6,"ENSG00000134453","D5/D6","ENSG00000134453 D5/D6",0.884549280479995,0.0287331060137431
"972","ENSG00000134508 D5/D6",9,"ENSG00000134508","D5/D6","ENSG00000134508 D5/D6",1.59379332498538,6.95508166611799e-05
"975","ENSG00000134590 D5/D6",5,"ENSG00000134590","D5/D6","ENSG00000134590 D5/D6",0.776139643803816,0.0785320148550688
"984","ENSG00000134884 D5/D6",8,"ENSG00000134884","D5/D6","ENSG00000134884 D5/D6",1.19516155002946,0.00310490186876267
"987","ENSG00000135048 D5/D6",10,"ENSG00000135048","D5/D6","ENSG00000135048 D5/D6",0.313479338371652,1.15071189981325e-05
"993","ENSG00000135148 D5/D6",10,"ENSG00000135148","D5/D6","ENSG00000135148 D5/D6",0.599164741940229,5.07820090425387e-06
"1004","ENSG00000135506 D5/D6",9,"ENSG00000135506","D5/D6","ENSG00000135506 D5/D6",0.825557684677555,0.000160522168973875
"1007","ENSG00000135596 D5/D6",8,"ENSG00000135596","D5/D6","ENSG00000135596 D5/D6",1.21003564313419,0.000365692151360191
"1010","ENSG00000135622 D5/D6",4,"ENSG00000135622","D5/D6","ENSG00000135622 D5/D6",1.15643612768444,0.0629639552309108
"1013","ENSG00000135837 D5/D6",9,"ENSG00000135837","D5/D6","ENSG00000135837 D5/D6",0.818226934062865,0.00241892757835385
"1016","ENSG00000135838 D5/D6",9,"ENSG00000135838","D5/D6","ENSG00000135838 D5/D6",0.764310945919349,0.00646486902390305
"1025","ENSG00000136379 D5/D6",10,"ENSG00000136379","D5/D6","ENSG00000136379 D5/D6",2.69295774167028,4.47304378507441e-05
"1028","ENSG00000136541 D5/D6",7,"ENSG00000136541","D5/D6","ENSG00000136541 D5/D6",0.718659560306548,0.00747370736524912
"1036","ENSG00000137161 D5/D6",10,"ENSG00000137161","D5/D6","ENSG00000137161 D5/D6",1.29773044903301,0.00159036527210154
"1042","ENSG00000137309 D5/D6",10,"ENSG00000137309","D5/D6","ENSG00000137309 D5/D6",1.40468745491532,0.00125137238348078
"1045","ENSG00000137404 D5/D6",5,"ENSG00000137404","D5/D6","ENSG00000137404 D5/D6",0.802608357511452,0.0535821745563467
"1048","ENSG00000137491 D5/D6",10,"ENSG00000137491","D5/D6","ENSG00000137491 D5/D6",0.0995685452142746,0.000109743581582181
"1051","ENSG00000137936 D5/D6",10,"ENSG00000137936","D5/D6","ENSG00000137936 D5/D6",0.483051134511682,4.31581728011542e-05
"1054","ENSG00000138032 D5/D6",6,"ENSG00000138032","D5/D6","ENSG00000138032 D5/D6",0.899370929176459,0.0369044115237782
"1056","ENSG00000138035 D5/D6",4,"ENSG00000138035","D5/D6","ENSG00000138035 D5/D6",1.10191300692993,0.0546224148957576
"1059","ENSG00000138642 D5/D6",10,"ENSG00000138642","D5/D6","ENSG00000138642 D5/D6",0.611354839239673,5.64749875819735e-06
"1065","ENSG00000139083 D5/D6",10,"ENSG00000139083","D5/D6","ENSG00000139083 D5/D6",0.815635016320251,0.000125094933467495
"1072","ENSG00000139973 D5/D6",5,"ENSG00000139973","D5/D6","ENSG00000139973 D5/D6",0.449809339446969,0.0503608079323433
"1075","ENSG00000139990 D5/D6",6,"ENSG00000139990","D5/D6","ENSG00000139990 D5/D6",0.79119235093456,0.0363805173146493
"1091","ENSG00000140853 D5/D6",10,"ENSG00000140853","D5/D6","ENSG00000140853 D5/D6",0.707079819295498,2.54189663312828e-05
"1097","ENSG00000140939 D5/D6",9,"ENSG00000140939","D5/D6","ENSG00000140939 D5/D6",0.637110854147393,0.00370484295816737
"1100","ENSG00000141101 D5/D6",10,"ENSG00000141101","D5/D6","ENSG00000141101 D5/D6",1.46044330867305,5.86178366899154e-06
"1102","ENSG00000141337 D5/D6",5,"ENSG00000141337","D5/D6","ENSG00000141337 D5/D6",0.903906777643383,0.0466644974057476
"1105","ENSG00000141452 D5/D6",7,"ENSG00000141452","D5/D6","ENSG00000141452 D5/D6",0.872987973124467,0.0164439588381134
"1114","ENSG00000141858 D5/D6",8,"ENSG00000141858","D5/D6","ENSG00000141858 D5/D6",1.27267562894589,0.000503893797553591
"1119","ENSG00000141994 D5/D6",9,"ENSG00000141994","D5/D6","ENSG00000141994 D5/D6",1.45158548327088,0.000326911266141315
"1123","ENSG00000142178 D5/D6",10,"ENSG00000142178","D5/D6","ENSG00000142178 D5/D6",0.355416532902639,4.00901800318323e-07
"1129","ENSG00000142512 D5/D6",10,"ENSG00000142512","D5/D6","ENSG00000142512 D5/D6",0.6308786192109,4.04058048242559e-05
"1133","ENSG00000142765 D5/D6",9,"ENSG00000142765","D5/D6","ENSG00000142765 D5/D6",1.20678047509219,0.00469075326961845
"1140","ENSG00000143179 D5/D6",10,"ENSG00000143179","D5/D6","ENSG00000143179 D5/D6",1.76431766372753,4.202798616221e-06
"1143","ENSG00000143297 D5/D6",10,"ENSG00000143297","D5/D6","ENSG00000143297 D5/D6",0.365325513004346,2.77942071843097e-09
"1149","ENSG00000143353 D5/D6",9,"ENSG00000143353","D5/D6","ENSG00000143353 D5/D6",1.22716254017975,0.00801879372150856
"1152","ENSG00000143393 D5/D6",8,"ENSG00000143393","D5/D6","ENSG00000143393 D5/D6",0.804221030205333,0.000460929117844174
"1155","ENSG00000143486 D5/D6",4,"ENSG00000143486","D5/D6","ENSG00000143486 D5/D6",0.95686156093863,0.155843157889835
"1158","ENSG00000143493 D5/D6",10,"ENSG00000143493","D5/D6","ENSG00000143493 D5/D6",1.29435630566691,0.000511375455739945
"1160","ENSG00000143799 D5/D6",8,"ENSG00000143799","D5/D6","ENSG00000143799 D5/D6",1.11623354409209,0.00154781050818459
"1163","ENSG00000144161 D5/D6",10,"ENSG00000144161","D5/D6","ENSG00000144161 D5/D6",1.23908265293152,0.0104737947588239
"1165","ENSG00000144426 D5/D6",9,"ENSG00000144426","D5/D6","ENSG00000144426 D5/D6",0.72089638918722,0.00464963026226092
"1167","ENSG00000144524 D5/D6",4,"ENSG00000144524","D5/D6","ENSG00000144524 D5/D6",1.13118168120672,0.0577339238996612
"1172","ENSG00000144635 D5/D6",4,"ENSG00000144635","D5/D6","ENSG00000144635 D5/D6",0.95083735191189,0.203190101371464
"1176","ENSG00000145041 D5/D6",9,"ENSG00000145041","D5/D6","ENSG00000145041 D5/D6",1.21222720207384,0.000511931802518658
"1179","ENSG00000145391 D5/D6",10,"ENSG00000145391","D5/D6","ENSG00000145391 D5/D6",2.02185490220541,1.06329385099778e-06
"1182","ENSG00000145687 D5/D6",10,"ENSG00000145687","D5/D6","ENSG00000145687 D5/D6",0.581914092970692,9.922564197622e-06
"1188","ENSG00000145780 D5/D6",10,"ENSG00000145780","D5/D6","ENSG00000145780 D5/D6",0.732715698488579,9.12176044504395e-05
"1191","ENSG00000145936 D5/D6",6,"ENSG00000145936","D5/D6","ENSG00000145936 D5/D6",0.583829171936363,0.0313241986754116
"1203","ENSG00000146247 D5/D6",6,"ENSG00000146247","D5/D6","ENSG00000146247 D5/D6",1.09086253492579,0.0353211882424958
"1208","ENSG00000146350 D5/D6",8,"ENSG00000146350","D5/D6","ENSG00000146350 D5/D6",0.746239618143465,0.00148580887725969
"1211","ENSG00000146426 D5/D6",10,"ENSG00000146426","D5/D6","ENSG00000146426 D5/D6",2.72392325045404,1.85960661235786e-07
"1217","ENSG00000146856 D5/D6",4,"ENSG00000146856","D5/D6","ENSG00000146856 D5/D6",0.882967911657504,0.104691988307714
"1223","ENSG00000147202 D5/D6",7,"ENSG00000147202","D5/D6","ENSG00000147202 D5/D6",0.90389226423136,0.0317569308434537
"1226","ENSG00000147364 D5/D6",6,"ENSG00000147364","D5/D6","ENSG00000147364 D5/D6",1.13026547856164,0.0249716251887658
"1228","ENSG00000147403 D5/D6",8,"ENSG00000147403","D5/D6","ENSG00000147403 D5/D6",1.22014948049057,0.000633442893726083
"1231","ENSG00000148158 D5/D6",10,"ENSG00000148158","D5/D6","ENSG00000148158 D5/D6",1.71507261274917,1.56250687069869e-06
"1237","ENSG00000148219 D5/D6",8,"ENSG00000148219","D5/D6","ENSG00000148219 D5/D6",0.734354716975371,0.00655653630506322
"1245","ENSG00000148483 D5/D6",10,"ENSG00000148483","D5/D6","ENSG00000148483 D5/D6",0.268670414994147,0.0115304309741632
"1248","ENSG00000148773 D5/D6",7,"ENSG00000148773","D5/D6","ENSG00000148773 D5/D6",0.701346428138566,0.00509683231864659
"1254","ENSG00000149679 D5/D6",7,"ENSG00000149679","D5/D6","ENSG00000149679 D5/D6",0.842295337785941,0.0233984919669073
"1258","ENSG00000150867 D5/D6",4,"ENSG00000150867","D5/D6","ENSG00000150867 D5/D6",1.09406875435419,0.121118658193621
"1261","ENSG00000150967 D5/D6",10,"ENSG00000150967","D5/D6","ENSG00000150967 D5/D6",0.336071512652438,2.11675861624642e-05
"1263","ENSG00000151353 D5/D6",7,"ENSG00000151353","D5/D6","ENSG00000151353 D5/D6",1.19760014951488,0.021108244293577
"1266","ENSG00000151422 D5/D6",9,"ENSG00000151422","D5/D6","ENSG00000151422 D5/D6",0.707545203689247,0.00878872299365246
"1270","ENSG00000151474 D5/D6",10,"ENSG00000151474","D5/D6","ENSG00000151474 D5/D6",1.88702705069779,2.05752569118691e-06
"1275","ENSG00000151552 D5/D6",7,"ENSG00000151552","D5/D6","ENSG00000151552 D5/D6",1.21888008122297,0.0150732619039066
"1278","ENSG00000151611 D5/D6",7,"ENSG00000151611","D5/D6","ENSG00000151611 D5/D6",0.831729610047031,0.0213449036842161
"1281","ENSG00000151704 D5/D6",4,"ENSG00000151704","D5/D6","ENSG00000151704 D5/D6",0.5442100724854,0.0587114525112342
"1282","ENSG00000152253 D5/D6",4,"ENSG00000152253","D5/D6","ENSG00000152253 D5/D6",0.695240790488875,0.0647929663282391
