"sample","gene","anova_p","mean_between","mean_intra","fdr"
"M8","ENSG00000269901",0.8748,0.4846,0.4478,0.9787
"M8","ENSG00000229473",0.023,1.9499,1.49,0.7354
"M8","ENSG00000279114",0.3149,-2.2066,-1.87,0.9297
"M8","ENSG00000122778",0.646,-2.0387,-2.1487,0.9617
"M8","ENSG00000164591",0.6468,-3.1125,-3.3343,0.9617
"M8","ENSG00000254266",0.0055,-1.4284,-2.2973,0.6824
"M8","ENSG00000167604",0.5202,3.2813,3.2265,0.9381
"M8","ENSG00000204519",0.3451,0.0655,0.7457,0.9297
"M8","ENSG00000277130",0.9452,0.307,0.2851,0.9873
"M8","ENSG00000186814",0.5294,2.227,2.1527,0.9428
"M8","ENSG00000140153",0.4047,1.3641,1.5783,0.9297
"M8","ENSG00000088727",0.422,-0.5484,-0.3586,0.9297
"M8","ENSG00000156535",0.2469,2.4971,2.6202,0.9297
"M8","ENSG00000249407",0.4853,-0.9821,-1.2886,0.9297
"M8","ENSG00000143393",0.07,3.4467,3.2352,0.896
"M8","ENSG00000270038",0.9404,-3.5234,-3.4312,0.9864
"M8","ENSG00000263680",0.3802,0.9266,1.1976,0.9297
"M8","ENSG00000205089",0.6927,3.4596,3.4264,0.9668
"M8","ENSG00000280079",0.378,-0.0695,-0.3629,0.9297
"M8","ENSG00000135070",0.3338,1.9836,1.8472,0.9297
"M8","ENSG00000230530",0.9247,-1.0667,-1.0243,0.9841
"M8","ENSG00000235299",0.6966,2.0339,2.1401,0.9668
"M8","ENSG00000227008",0.6696,-1.9898,-2.4147,0.9668
"M8","ENSG00000119777",0.434,3.2517,3.1912,0.9297
"M8","ENSG00000130768",0.4681,-0.1298,0.0544,0.9297
"M8","ENSG00000256811",0.8745,-5.1254,-5.3302,0.9787
"M8","ENSG00000137218",0.2148,0.8268,0.627,0.9297
"M8","ENSG00000263368",0.0638,1.5389,1.8833,0.896
"M8","ENSG00000223791",0.4328,-1.7692,-2.0847,0.9297
"M8","ENSG00000217643",0.0526,0.6652,-1.5708,0.8908
"M8","ENSG00000069424",0.5272,4.1951,4.1358,0.9424
"M8","ENSG00000250474",0.4862,-1.6556,-0.974,0.9297
"M8","ENSG00000100483",0.8434,1.8544,1.8205,0.9779
"M8","ENSG00000176894",0.1164,2.6823,2.9578,0.9297
"M8","ENSG00000182944",0.2675,4.2771,4.2072,0.9297
"M8","ENSG00000135048",0.8793,-0.9074,-0.9293,0.9791
"M8","ENSG00000225704",0.1597,-3.0115,-5.3259,0.9297
"M8","ENSG00000214203",0.5659,-0.8569,-1.2681,0.9494
"M8","ENSG00000268095",0.9669,-2.8276,-2.8819,0.9922
"M8","ENSG00000139531",0.5626,0.5852,0.6909,0.9483
"M8","ENSG00000257979",0.5873,-2.176,-1.3559,0.9561
"M8","ENSG00000207091",0.3932,1.0729,0.592,0.9297
"M8","ENSG00000258186",0.3018,4.6685,4.4994,0.9297
"M8","ENSG00000148158",0.4436,1.8234,1.8784,0.9297
"M8","ENSG00000270019",0.2513,1.3863,1.5844,0.9297
"M8","ENSG00000259238",0.5595,1.3848,1.2264,0.9475
"M8","ENSG00000261582",0.2686,-0.36,0.1647,0.9297
"M8","ENSG00000276775",0.4121,0.9159,0.6493,0.9297
"M8","ENSG00000238188",6e-04,-0.4373,-2.0911,0.1714
"M8","ENSG00000116489",0.1056,5.2325,5.6303,0.9143
"M8","ENSG00000091010",0.2005,-4.0724,-5.4549,0.9297
"M8","ENSG00000242590",0.5318,-5.9149,-6.6439,0.9436
"M8","ENSG00000207380",0.3618,-2.4638,-4.3951,0.9297
"M8","ENSG00000103569",0.7116,0.8859,0.83,0.9668
"M8","ENSG00000282860",0.7077,-0.3515,-0.5713,0.9668
"M8","ENSG00000198837",0.9668,4.2265,4.2298,0.9922
"M8","ENSG00000235066",0.5498,-1.1068,-1.2373,0.9459
"M8","ENSG00000223685",0.7885,-2.7835,-3.1024,0.9747
"M8","ENSG00000174007",0.792,1.2943,1.332,0.9752
"M8","ENSG00000198663",0.9128,2.2895,2.3194,0.9838
"M8","ENSG00000234287",0.7635,0.5369,0.4073,0.97
"M8","ENSG00000243396",0.535,-0.4252,-0.1369,0.9436
"M8","ENSG00000278462",0.8301,1.6197,1.5359,0.9779
"M8","ENSG00000220614",0.0886,3.5757,3.2862,0.9091
"M8","ENSG00000284032",0.737,3.7309,3.8415,0.9699
"M8","ENSG00000058056",0.4188,1.5047,1.6341,0.9297
"M8","ENSG00000267143",0.8434,-2.5442,-2.0922,0.9779
"M8","ENSG00000080845",0.0058,2.0283,1.6512,0.6824
"M8","ENSG00000206922",0.6931,-3.2778,-3.939,0.9668
"M8","ENSG00000230183",0.0111,-4.6513,-6.6439,0.722
"M8","ENSG00000107249",0.6249,-1.2157,-1.1658,0.9617
"M8","ENSG00000110375",0.6241,-3.3737,-3.9151,0.9617
"M8","ENSG00000105662",0.2801,-0.4057,-0.6884,0.9297
"M8","ENSG00000276058",0.6138,-0.2517,-0.6034,0.9617
"M8","ENSG00000231701",0.6893,-4.1916,-3.5638,0.9668
"M8","ENSG00000279333",0.7369,-5.1926,-4.6054,0.9699
"M8","ENSG00000176046",0.8902,-6.3077,-6.2425,0.9829
"M8","ENSG00000149654",0.979,-5.7014,-5.6811,0.9952
"M8","ENSG00000177144",0.2131,2.6183,2.7861,0.9297
"M8","ENSG00000234785",0.894,-4.1098,-4.2487,0.9833
"M8","ENSG00000161021",0.9015,3.5666,3.5602,0.9833
"M8","ENSG00000178307",0.3283,1.6317,1.8538,0.9297
"M8","ENSG00000124942",0.4506,3.0871,3.8982,0.9297
"M8","ENSG00000178297",0.5506,-0.0135,-0.1243,0.9459
"M8","ENSG00000080603",0.4529,3.6369,3.5751,0.9297
"M8","ENSG00000271615",0.5413,-0.7062,-0.8495,0.9459
"M8","ENSG00000207588",0.5094,0.7923,0.4895,0.9357
"M8","ENSG00000275672",0.2243,-1.5021,-2.1526,0.9297
"M8","ENSG00000118680",0.0804,5.7993,5.9477,0.9034
"M8","ENSG00000273064",1e-04,-0.2669,-1.8011,0.1
"M8","ENSG00000252652",0.3991,1,0.5788,0.9297
"M8","ENSG00000171595",0.7026,-4.8745,-4.5534,0.9668
"M8","ENSG00000188761",0.02,-3.2588,-1.9329,0.7354
"M8","ENSG00000186298",0.3046,4.4098,4.5267,0.9297
"M8","ENSG00000233222",0.1004,-2.556,-4.6143,0.9124
"M8","ENSG00000125149",0.3025,1.249,1.1382,0.9297
"M8","ENSG00000169718",0.1842,3.3387,3.1899,0.9297
"M8","ENSG00000236056",0.2357,0.8879,1.1974,0.9297
"M8","ENSG00000259553",0.17,-4.9784,-3.9241,0.9297
"M8","ENSG00000278963",0.0628,0.5038,-0.0278,0.896
"M8","ENSG00000253893",0.7072,-1.2127,-1.3696,0.9668
"M8","ENSG00000264281",0.0303,4.4782,4.0612,0.8
"M8","ENSG00000162630",0.0316,0.4632,0.9312,0.8
"M8","ENSG00000275092",0.7672,0.9869,0.9044,0.97
"M8","ENSG00000267565",0.5607,1.4113,1.2738,0.9475
"M8","ENSG00000198538",0.5113,1.4817,1.3608,0.9357
"M8","ENSG00000171462",0.2708,1.5766,1.7485,0.9297
"M8","ENSG00000139083",0.309,4.7635,4.7378,0.9297
"M8","ENSG00000270177",0.7629,-0.9826,-0.8892,0.97
"M8","ENSG00000256234",0.3365,-1.3935,-1.1157,0.9297
"M8","ENSG00000137463",0.1446,-6.055,-4.5083,0.9297
"M8","ENSG00000261612",0.461,-3.1103,-3.9776,0.9297
"M8","ENSG00000067057",0.8353,4.9604,4.9735,0.9779
"M8","ENSG00000150867",0.5462,5.3503,5.2997,0.9459
"M8","ENSG00000197822",0.7675,0.5642,0.5192,0.97
"M8","ENSG00000143493",0.2401,2.9494,3.0806,0.9297
"M8","ENSG00000233579",0.4189,-2.0211,-2.7121,0.9297
"M8","ENSG00000277882",0.6994,-3.9,-3.2239,0.9668
"M8","ENSG00000254482",0.416,-2.7028,-1.6316,0.9297
"M8","ENSG00000259295",0.9867,-2.5678,-2.5734,0.9952
"M8","ENSG00000125484",0.0631,2.577,2.7318,0.896
"M8","ENSG00000270948",0.1568,-1.5154,-2.8609,0.9297
"M8","ENSG00000170006",0.2572,3.0838,3.1886,0.9297
"M8","ENSG00000145879",0.9161,-4.2833,-4.1655,0.9838
"M8","ENSG00000228446",0.573,1.6203,1.4645,0.9526
"M8","ENSG00000279201",0.6579,-4.6365,-4.009,0.9638
"M8","ENSG00000168887",0.762,2.9594,2.9288,0.97
"M8","ENSG00000019186",0.5453,-5.5805,-5.9911,0.9459
"M8","ENSG00000198740",0.8867,2.1814,2.2037,0.9819
"M8","ENSG00000256351",0.6908,-0.6037,-0.4177,0.9668
"M8","ENSG00000112335",0.4246,4.3116,4.4898,0.9297
"M8","ENSG00000224897",0.1146,-3.3937,-4.2573,0.9297
"M8","ENSG00000163879",0.0944,-1.2902,-1.7801,0.91
"M8","ENSG00000260084",0.1036,-4.1236,-6.6439,0.9128
"M8","ENSG00000260286",0.5337,-4.349,-5.2846,0.9436
"M8","ENSG00000092931",0.9887,2.0269,2.0287,0.9952
"M8","ENSG00000198795",0.5425,-6.5069,-6.6439,0.9459
"M8","ENSG00000168246",0.6458,3.2713,3.3229,0.9617
"M8","ENSG00000231564",0.3569,1.5459,1.7149,0.9297
"M8","ENSG00000226067",0.9573,1.9936,2.0007,0.991
"M8","ENSG00000187122",0.068,-2.0847,-2.5767,0.896
"M8","ENSG00000231181",0.0413,0.9121,1.5403,0.8515
"M8","ENSG00000272505",0.1698,0.7333,0.946,0.9297
"M8","ENSG00000168778",0.095,0.8718,1.0397,0.91
"M8","ENSG00000232630",0.4198,0.9484,1.2268,0.9297
"M8","ENSG00000214827",0.0324,-0.9714,-1.6531,0.8
"M8","ENSG00000234678",0.6565,-0.3237,-0.1645,0.9638
"M8","ENSG00000170270",0.9325,1.6629,1.6476,0.9862
"M8","ENSG00000252822",0.9895,-2.9113,-2.8883,0.9952
"M8","ENSG00000261559",0.2715,-4.9741,-6.24,0.9297
"M8","ENSG00000199530",0.6476,0.5772,0.863,0.9617
"M8","ENSG00000232217",0.081,0.6293,-0.7176,0.905
"M8","ENSG00000265972",0.1419,3.9869,4.1214,0.9297
"M8","ENSG00000240509",0.5535,-2.8583,-3.4917,0.9471
"M8","ENSG00000176753",0.2768,-5.796,-6.6439,0.9297
"M8","ENSG00000273982",0.912,-2.991,-2.8501,0.9838
"M8","ENSG00000102699",0.7282,4.7969,4.8135,0.9699
"M8","ENSG00000157483",0.3892,4.8707,4.8438,0.9297
"M8","ENSG00000196365",0.1468,5.1842,5.0713,0.9297
"M8","ENSG00000148677",0.9302,-4.5429,-4.6361,0.9859
"M8","ENSG00000122121",0.1603,-4.3618,-5.681,0.9297
"M8","ENSG00000252034",0.8432,-2.4008,-2.7722,0.9779
"M8","ENSG00000253368",0.2467,-2.525,-1.5768,0.9297
"M8","ENSG00000142765",0.4755,3.4709,3.3818,0.9297
"M8","ENSG00000126261",0.7213,4.4181,4.4531,0.9688
"M8","ENSG00000087152",0.6485,3.9065,3.9494,0.9617
"M8","ENSG00000244306",0.0141,0.0382,0.3119,0.722
"M8","ENSG00000235776",0.518,-1.4717,-1.8039,0.9381
"M8","ENSG00000176171",0.2057,2.8687,2.7531,0.9297
"M8","ENSG00000174749",0.3161,-0.0063,0.1599,0.9297
"M8","ENSG00000109670",0.7336,3.8069,3.7682,0.9699
"M8","ENSG00000172172",0.1186,1.7907,1.9935,0.9297
"M8","ENSG00000201367",0.2446,1.58,1.1648,0.9297
"M8","ENSG00000132938",0.4157,-0.2526,-0.1458,0.9297
"M8","ENSG00000117676",0.1851,4.1002,4.2273,0.9297
"M8","ENSG00000268902",0.3411,-5.7161,-6.6439,0.9297
"M8","ENSG00000276988",0.8341,-0.8106,-0.5617,0.9779
"M8","ENSG00000170684",0.3426,3.2131,3.0818,0.9297
"M8","ENSG00000259096",0.4028,-1.9649,-2.3697,0.9297
"M8","ENSG00000214248",0.2314,-2.5298,-1.7911,0.9297
"M8","ENSG00000268088",0.5271,2.1288,2.4536,0.9424
"M8","ENSG00000115339",0.5938,1.6364,1.7088,0.9561
"M8","ENSG00000119242",0.0705,0.2771,-0.2187,0.896
"M8","ENSG00000231584",0.6093,1.5441,1.4508,0.9617
"M8","ENSG00000243501",0.4991,-4.1925,-5.1583,0.9346
"M8","ENSG00000129566",0.5249,3.1199,3.1595,0.9424
"M8","ENSG00000226617",0.9219,-3.8422,-3.9645,0.9841
"M8","ENSG00000115425",0.7163,1.3271,1.3599,0.9668
"M8","ENSG00000214215",0.3793,-0.348,-0.5856,0.9297
"M8","ENSG00000273226",0.1126,1.4375,1.8589,0.9297
"M8","ENSG00000268975",0.7232,-2.5936,-3.2299,0.9696
"M8","ENSG00000167552",0.6296,2.5686,2.4508,0.9617
"M8","ENSG00000270892",0.6033,-2.689,-2.0596,0.9561
"M8","ENSG00000227398",0.0828,0.0673,-0.1302,0.9065
"M8","ENSG00000207635",0.9326,-1.4447,-1.3304,0.9862
"M8","ENSG00000105137",0.6989,-3.3206,-3.1072,0.9668
"M8","ENSG00000168610",0.3756,5.3692,5.3971,0.9297
"M8","ENSG00000234619",0.0666,0.6481,1.1512,0.896
"M8","ENSG00000235413",0.9644,1.1056,1.0948,0.9922
"M8","ENSG00000215347",0.3708,1.15,0.8327,0.9297
"M8","ENSG00000070214",0.8782,1.4304,1.4447,0.9787
"M8","ENSG00000250012",0.3062,-2.5605,-4.0427,0.9297
"M8","ENSG00000110799",0.2475,-6.0662,-5.5506,0.9297
"M8","ENSG00000261570",0.7532,-4.8675,-5.2863,0.97
"M8","ENSG00000244604",0.4835,0.0827,0.4865,0.9297
"M8","ENSG00000223960",0.5598,2.7757,2.8414,0.9475
"M8","ENSG00000255836",0.8012,-6.2309,-6.1075,0.9765
"M8","ENSG00000171786",0.6175,-0.9018,-1.0813,0.9617
"M8","ENSG00000223284",0.6983,-1.8491,-2.3571,0.9668
"M8","ENSG00000277443",0.3769,6.0001,6.0564,0.9297
"M8","ENSG00000115053",0.0791,5.4254,5.2079,0.896
"M8","ENSG00000198003",0.1344,-1.6962,-2.2511,0.9297
"M8","ENSG00000184916",0.6403,-3.5064,-3.2529,0.9617
"M8","ENSG00000278978",0.1344,-2.1082,-3.7254,0.9297
"M8","ENSG00000139973",0.5999,-5.8401,-5.6341,0.9561
"M8","ENSG00000169139",0.742,1.6766,1.7408,0.97
"M8","ENSG00000136878",0.361,3.0231,3.1072,0.9297
"M8","ENSG00000054179",0.4393,1.1776,1.3162,0.9297
"M8","ENSG00000163875",0.2269,2.8477,2.9669,0.9297
"M8","ENSG00000253426",0.5644,-2.7983,-2.15,0.9486
"M8","ENSG00000265137",0.4431,-0.3486,0.5365,0.9297
"M8","ENSG00000271204",0.7009,4.5912,4.5476,0.9668
"M8","ENSG00000271752",0.5844,-2.7236,-3.4409,0.9561
"M8","ENSG00000161682",0.7502,-1.6392,-1.5517,0.97
"M8","ENSG00000118181",0.6954,7.9024,7.865,0.9668
"M8","ENSG00000252479",0.2423,-2.2523,-0.5176,0.9297
"M8","ENSG00000101282",0.1564,-4.6837,-5.8483,0.9297
"M8","ENSG00000181524",0.6384,-0.5886,-0.334,0.9617
"M8","ENSG00000155561",0.7768,4.3101,4.3256,0.9724
"M8","ENSG00000167562",0.1554,1.4038,1.5833,0.9297
"M8","ENSG00000252915",0.5093,-1.6861,-0.8031,0.9357
"M8","ENSG00000170703",0.2197,-4.1357,-4.9262,0.9297
"M8","ENSG00000174004",0.5985,4.7407,4.701,0.9561
"M8","ENSG00000237301",0.8826,-2.345,-2.293,0.9791
"M8","ENSG00000162775",0.3007,4.259,4.2015,0.9297
"M8","ENSG00000236559",0.9749,2.0308,2.0381,0.9943
"M8","ENSG00000124440",0.7908,-5.6439,-5.4689,0.9752
"M8","ENSG00000163376",0.0737,1.0138,1.3198,0.896
"M8","ENSG00000228237",0.4875,0.3469,0.5538,0.9297
"M8","ENSG00000108830",0.5576,-3.64,-3.2942,0.9475
"M8","ENSG00000069275",0.1809,4.9085,5.0037,0.9297
"M8","ENSG00000181350",0.0328,2.3456,2.5518,0.8
"M8","ENSG00000215190",0.4565,1.7596,1.6422,0.9297
"M8","ENSG00000160683",0.4584,0.9532,0.648,0.9297
"M8","ENSG00000109684",0.9011,1.9168,1.9053,0.9833
"M8","ENSG00000202100",1e-04,-2.1736,-6.6439,0.1
"M8","ENSG00000226576",0.0775,-0.5685,-1.7149,0.896
"M8","ENSG00000262179",0.6088,-3.4741,-4.1693,0.9617
"M8","ENSG00000226944",0.4017,-1.7143,-0.9647,0.9297
"M8","ENSG00000267373",0.1622,-2.7054,-5.1062,0.9297
"M8","ENSG00000181035",0.1738,2.6516,2.8119,0.9297
"M8","ENSG00000157510",0.1234,-4.393,-3.2484,0.9297
"M8","ENSG00000279372",0.5773,-2.2078,-2.8927,0.9526
"M8","ENSG00000272320",0.5452,-2.426,-2.9108,0.9459
"M8","ENSG00000196456",0.0631,2.287,2.731,0.896
"M8","ENSG00000058600",0.5759,2.5766,2.6211,0.9526
"M8","ENSG00000262539",0.3034,-1.5128,-1.0835,0.9297
"M8","ENSG00000274964",0.1955,-0.4164,1.3661,0.9297
"M8","ENSG00000115541",0.1949,2.3778,2.2183,0.9297
"M8","ENSG00000100445",0.7638,2.8511,2.8158,0.97
"M8","ENSG00000207468",0.0572,0.681,1.3901,0.896
"M8","ENSG00000179222",0.0694,3.4793,3.3622,0.896
"M8","ENSG00000235989",0.2099,0.178,1.0761,0.9297
"M8","ENSG00000106351",0.0941,2.518,2.7893,0.91
"M8","ENSG00000280739",0.8055,-0.8313,-0.8691,0.9779
"M8","ENSG00000180998",0.2938,-4.6944,-4.1011,0.9297
"M8","ENSG00000168878",0.0498,-2.992,-4.04,0.8842
"M8","ENSG00000167363",0.0772,-0.6424,-1.0378,0.896
"M8","ENSG00000232133",0.0926,-1.7824,-2.6713,0.9093
"M8","ENSG00000236654",0.1588,-2.5962,-4.5961,0.9297
"M8","ENSG00000265432",0.0232,0.149,-2.3888,0.7354
"M8","ENSG00000206627",0.3371,-0.3633,0.2193,0.9297
"M8","ENSG00000231755",0.6004,-3.4167,-4.0965,0.9561
"M8","ENSG00000281772",0.5634,-6.2976,-6.6439,0.9485
"M8","ENSG00000253047",0.7491,1.6627,1.7902,0.97
"M8","ENSG00000172531",0.2321,5.4824,5.6045,0.9297
"M8","ENSG00000263989",0.2658,-2.9282,-1.133,0.9297
"M8","ENSG00000179454",0.1503,1.5638,1.7308,0.9297
"M8","ENSG00000266126",0.0261,1.5293,0.9142,0.7634
"M8","ENSG00000257563",0.709,-4.6087,-4.351,0.9668
"M8","ENSG00000089335",0.0303,2.6254,2.1469,0.8
"M8","ENSG00000241939",0.4743,0.644,0.8922,0.9297
"M8","ENSG00000071282",0.0688,-0.7628,-0.4842,0.896
"M8","ENSG00000263466",0.5108,0.6044,0.7757,0.9357
"M8","ENSG00000103510",0.0666,2.7077,2.5659,0.896
"M8","ENSG00000157992",0.1414,0.45,0.0777,0.9297
"M8","ENSG00000204385",0.5725,-5.6456,-5.1828,0.9526
"M8","ENSG00000259673",0.8308,0.2291,0.266,0.9779
"M8","ENSG00000228382",0.2506,1.8583,1.6438,0.9297
"M8","ENSG00000235530",0.2842,0.0716,0.4259,0.9297
"M8","ENSG00000224051",0.3306,2.7627,2.621,0.9297
"M8","ENSG00000230638",0.0649,0.8646,0.6067,0.896
"M8","ENSG00000123178",0.3564,1.4564,1.6193,0.9297
"M8","ENSG00000226132",0.675,-2.9853,-2.7564,0.9668
"M8","ENSG00000188026",0.8741,-0.2107,-0.1809,0.9787
"M8","ENSG00000230010",0.5695,-3.3804,-2.8068,0.9517
"M8","ENSG00000109163",0.865,0.1337,0.1769,0.9787
"M8","ENSG00000224809",0.4079,-5.3565,-6.1213,0.9297
"M8","ENSG00000088367",0.1072,-5.0071,-5.9458,0.9188
"M8","ENSG00000068024",0.8475,0.4652,0.448,0.9779
"M8","ENSG00000234184",0.1741,-3.2561,-5.2767,0.9297
"M8","ENSG00000254730",0.6002,0.0388,0.2476,0.9561
"M8","ENSG00000259109",0.9046,-0.4115,-0.5032,0.9833
"M8","ENSG00000201469",0.8827,-0.7238,-0.6438,0.9791
"M8","ENSG00000275278",0.0653,0.8412,-0.088,0.896
"M8","ENSG00000066044",0.1406,3.8886,3.9905,0.9297
"M8","ENSG00000145687",0.6194,1.8065,1.8573,0.9617
"M8","ENSG00000116678",0.7028,-2.2924,-2.1923,0.9668
"M8","ENSG00000268670",0.6525,0.7462,0.8663,0.9634
"M8","ENSG00000273374",0.9374,-1.3677,-1.3871,0.9864
"M8","ENSG00000244184",0.6899,-5.4188,-4.8161,0.9668
"M8","ENSG00000230325",0.9088,1.2434,1.2084,0.9838
"M8","ENSG00000171017",0.5553,-5.5346,-6.0887,0.9475
"M8","ENSG00000250938",0.4292,-3.1379,-2.7356,0.9297
"M8","ENSG00000237892",0.8698,1.1648,1.2106,0.9787
"M8","ENSG00000283515",0.5502,-3.6291,-3.2912,0.9459
"M8","ENSG00000274062",0.5034,3.3238,3.5335,0.9348
"M8","ENSG00000228278",0.9155,0.5459,0.5229,0.9838
"M8","ENSG00000231066",0.5418,-1.7827,-1.4002,0.9459
"M8","ENSG00000278009",0.8126,-0.1689,0.0179,0.9779
"M8","ENSG00000279191",0.6648,-3.1044,-3.3113,0.9666
"M8","ENSG00000253492",0.658,1.0632,1.2202,0.9638
"M8","ENSG00000157470",0.8824,1.3039,1.287,0.9791
"M8","ENSG00000273308",0.3127,-0.6488,-0.1269,0.9297
"M8","ENSG00000279176",0.1051,1.7602,1.9628,0.9143
"M8","ENSG00000242020",0.8727,-0.5709,-0.7589,0.9787
"M8","ENSG00000260914",0.9,-4.9634,-5.142,0.9833
"M8","ENSG00000233541",0.891,-3.256,-3.0242,0.9829
"M8","ENSG00000180573",0.7297,3.8256,3.9959,0.9699
"M8","ENSG00000248202",0.2448,-0.195,-0.7947,0.9297
"M8","ENSG00000253831",0.8517,0.35,0.303,0.9779
"M8","ENSG00000141971",0.09,3.1196,3.3219,0.9091
"M8","ENSG00000185933",0.285,-1.5642,-2.0274,0.9297
"M8","ENSG00000120963",0.568,2.6996,2.7906,0.9506
"M8","ENSG00000135341",0.7487,2.703,2.6711,0.97
"M8","ENSG00000272650",0.7356,1.1914,1.3168,0.9699
"M8","ENSG00000124155",0.6438,1.3964,1.4313,0.9617
"M8","ENSG00000266079",0.5458,-3.7985,-4.4613,0.9459
"M8","ENSG00000280183",0.9605,2.1188,2.109,0.992
"M8","ENSG00000140463",0.4965,1.719,1.58,0.9332
"M8","ENSG00000187833",0.2387,-5.7261,-6.6439,0.9297
"M8","ENSG00000258920",0.1185,0.0872,-0.3755,0.9297
"M8","ENSG00000167377",0.1168,0.5706,0.9801,0.9297
"M8","ENSG00000187801",0.4241,2.7428,2.6388,0.9297
"M8","ENSG00000234135",0.1875,-1.4211,-2.7288,0.9297
"M8","ENSG00000261335",0.1013,-0.9691,-1.9479,0.9124
"M8","ENSG00000112304",0.7327,2.4838,2.4496,0.9699
"M8","ENSG00000159409",0.8489,-4.618,-4.4603,0.9779
"M8","ENSG00000226631",0.5231,-5.1822,-5.8151,0.9417
"M8","ENSG00000240669",0.0922,0.309,-0.5153,0.9093
"M8","ENSG00000285000",0.8422,-3.3389,-3.2662,0.9779
"M8","ENSG00000197498",0.9142,2.9732,2.9572,0.9838
"M8","ENSG00000117748",0.9618,4.3104,4.3136,0.992
"M8","ENSG00000185379",0.2274,1.4322,1.5389,0.9297
"M8","ENSG00000101546",0.5717,2.2332,2.1834,0.9526
"M8","ENSG00000058262",0.6992,4.8957,4.774,0.9668
"M8","ENSG00000100991",0.6481,4.8893,4.912,0.9617
"M8","ENSG00000178718",0.4617,1.5745,1.3492,0.9297
"M8","ENSG00000255234",0.8039,-3.8778,-3.672,0.9774
"M8","ENSG00000250011",0.1052,2.5052,1.8856,0.9143
"M8","ENSG00000197140",0.3059,-3.7828,-3.3917,0.9297
"M8","ENSG00000184507",0.7577,-2.9295,-2.8049,0.97
"M8","ENSG00000116871",0.3905,3.8085,3.7286,0.9297
"M8","ENSG00000277634",0.8613,-0.1059,-0.4028,0.9779
"M8","ENSG00000180815",0.565,-2.685,-2.9093,0.9488
"M8","ENSG00000174405",0.6712,2.0962,2.1554,0.9668
"M8","ENSG00000237111",0.6872,4.9164,4.8363,0.9668
"M8","ENSG00000125388",0.0365,-1.0485,-0.581,0.8108
"M8","ENSG00000126243",0.8689,1.0701,1.0553,0.9787
"M8","ENSG00000123485",0.9902,1.5873,1.5859,0.9952
"M8","ENSG00000229534",0.0564,0.6006,-0.0869,0.896
"M8","ENSG00000155760",0.7116,-3.9904,-3.6958,0.9668
"M8","ENSG00000263892",0.3577,0.5883,1.0822,0.9297
"M8","ENSG00000199051",0.6297,-1.1545,-2.1313,0.9617
"M8","ENSG00000231978",0.2384,0.9703,1.4081,0.9297
"M8","ENSG00000148204",0.4945,-1.5918,-1.8266,0.932
"M8","ENSG00000225235",0.4679,-3.6527,-4.893,0.9297
"M8","ENSG00000260778",0.9417,-1.4361,-1.4755,0.9864
"M8","ENSG00000224648",0.5191,-0.7119,-1.4807,0.9381
"M8","ENSG00000279035",0.3038,-0.6966,-0.3662,0.9297
"M8","ENSG00000175202",0.5507,-4.582,-3.8238,0.9459
"M8","ENSG00000076924",0.1636,3.9217,3.7843,0.9297
"M8","ENSG00000226049",0.3141,-2.6217,-2.2564,0.9297
"M8","ENSG00000248340",0.5853,-0.3902,-0.6669,0.9561
"M8","ENSG00000264270",0.6267,0.1824,0.3414,0.9617
"M8","ENSG00000184274",0.246,-4.9117,-3.9784,0.9297
"M8","ENSG00000247627",0.7792,-0.7684,-0.3596,0.9724
"M8","ENSG00000248240",0.091,-0.3384,-1.0392,0.9093
"M8","ENSG00000273901",0.3249,-0.9725,-0.5407,0.9297
"M8","ENSG00000270441",0.8079,-0.6821,-0.7491,0.9779
"M8","ENSG00000219608",0.347,0.8401,0.4324,0.9297
"M8","ENSG00000187862",0.357,0.6544,0.816,0.9297
"M8","ENSG00000174792",0.153,-5.2202,-6.6439,0.9297
"M8","ENSG00000216069",0.2771,-2.6816,-0.8709,0.9297
"M8","ENSG00000130175",0.6496,4.8203,4.7871,0.9617
"M8","ENSG00000157349",0.3879,2.9539,2.875,0.9297
"M8","ENSG00000254865",0.8563,-1.7836,-1.6997,0.9779
"M8","ENSG00000166887",0.9328,3.7692,3.7739,0.9862
"M8","ENSG00000186566",0.7808,2.7622,2.8377,0.9724
"M8","ENSG00000198420",0.7307,1.409,1.4356,0.9699
"M8","ENSG00000219693",0.2959,-5.1234,-3.509,0.9297
"M8","ENSG00000018236",0.6684,-6.5823,-6.6439,0.9666
"M8","ENSG00000168404",0.4648,1.2268,1.3022,0.9297
"M8","ENSG00000101670",0.577,0.2654,0.3174,0.9526
"M8","ENSG00000188636",0.5717,-0.3149,-0.216,0.9526
"M8","ENSG00000185798",0.4506,1.9305,1.8422,0.9297
"M8","ENSG00000031081",0.7127,3.611,3.5974,0.9668
"M8","ENSG00000068097",0.7403,1.6009,1.6302,0.97
"M8","ENSG00000196114",0.7358,0.5811,0.4163,0.9699
"M8","ENSG00000244097",0.5914,0.4733,0.2669,0.9561
"M8","ENSG00000266865",0.1152,0.0351,-0.3157,0.9297
"M8","ENSG00000223356",0.8653,-1.6683,-1.5005,0.9787
"M8","ENSG00000264278",0.9385,0.3847,0.3711,0.9864
"M8","ENSG00000101493",0.1199,3.5169,3.6655,0.9297
"M8","ENSG00000249084",0.5962,-2.6167,-3.3927,0.9561
"M8","ENSG00000108406",0.9743,2.4845,2.4891,0.9942
